Sex,Year,Age group,Mean height,Mean height lower 95% uncertainty interval,Mean height upper 95% uncertainty interval,Mean height standard error
Girls,2013,7,119.8680325,119.5885694,120.1537426,0.145040142
Girls,2013,8,125.0598952,124.8039401,125.3218732,0.133032119
Girls,2013,9,130.3612652,130.124974,130.5952286,0.121567247
Girls,2013,10,136.0961998,135.8709791,136.3154753,0.113596428
Girls,2013,11,142.181773,141.9699869,142.3936247,0.107872751
Girls,2013,12,147.6556512,147.4454131,147.8619058,0.105474084
Girls,2013,13,151.5457515,151.34909,151.7361797,0.097937193
Girls,2013,14,154.0526273,153.8713326,154.2291767,0.091942392
Girls,2013,15,155.8611063,155.6872725,156.035197,0.088036526
Girls,2013,16,156.7597743,156.5915618,156.9248896,0.085397376
Girls,2013,17,157.2567299,157.0908904,157.4271603,0.086082025
Girls,2013,18,157.5819609,157.4180535,157.7524119,0.086742136
Girls,2013,19,157.9587173,157.7711837,158.145073,0.095134441
Girls,2014,5,108.8080083,108.4096864,109.2256688,0.207222865
Girls,2014,6,114.6572299,114.3168703,114.9983148,0.174476461
Girls,2014,7,120.0351493,119.7365333,120.3339282,0.153564098
Girls,2014,8,125.2351059,124.9675319,125.5080132,0.140779748
Girls,2014,9,130.5438431,130.2912543,130.7953781,0.128802277
Girls,2014,10,136.2593573,136.0224792,136.4918633,0.119737839
Girls,2014,11,142.3491054,142.1233207,142.5728329,0.113242599
Girls,2014,12,147.8243457,147.6073887,148.0422767,0.110117528
Girls,2014,13,151.7083716,151.5021793,151.9053446,0.10211217
Girls,2014,14,154.2061702,154.0190887,154.3914866,0.095500641
Girls,2014,15,155.9586821,155.7780602,156.138922,0.09086984
Girls,2014,16,156.8477387,156.6750818,157.022791,0.088460668
Girls,2014,17,157.3380039,157.1665814,157.5133941,0.088843435
Girls,2014,18,157.6618878,157.491161,157.8369195,0.089259174
Girls,2014,19,158.0429192,157.851596,158.2336748,0.097655677
Girls,2015,5,108.962589,108.5388887,109.3992061,0.220447206
Girls,2015,6,114.8150083,114.4541431,115.1737074,0.18641736
Girls,2015,7,120.1972779,119.8775549,120.516148,0.164307664
Girls,2015,8,125.4022297,125.1114713,125.6976784,0.150449266
Girls,2015,9,130.7196488,130.4516376,130.9877083,0.13749729
Girls,2015,10,136.4251743,136.1724375,136.6710939,0.127336092
Girls,2015,11,142.5198346,142.2819712,142.7548827,0.11994147
Girls,2015,12,148.0000493,147.769328,148.2325184,0.115974388
Girls,2015,13,151.8860076,151.6707306,152.099391,0.107646907
Girls,2015,14,154.3780542,154.1770889,154.5743934,0.100421341
Girls,2015,15,156.0757158,155.888619,156.2620144,0.094869496
Girls,2015,16,156.9537682,156.7754587,157.1335339,0.0918619
Girls,2015,17,157.4342077,157.2562496,157.614037,0.092240601
Girls,2015,18,157.7505432,157.5724943,157.9326407,0.09246314
Girls,2015,19,158.1286919,157.9329968,158.3277573,0.10048922
Girls,2016,5,109.1121794,108.6600516,109.573778,0.237170446
Girls,2016,6,114.9676896,114.5819447,115.3533066,0.201584546
Girls,2016,7,120.3542185,120.0073049,120.6933096,0.177798904
Girls,2016,8,125.5642111,125.2467303,125.8810136,0.162316245
Girls,2016,9,130.8869997,130.5943679,131.1798385,0.148146877
Girls,2016,10,136.5911026,136.3235168,136.8558039,0.136194118
Girls,2016,11,142.6932547,142.4384919,142.9467454,0.128110595
Girls,2016,12,148.1791401,147.9375718,148.4208607,0.123076542
Girls,2016,13,152.0705462,151.8450873,152.2953592,0.114311915
Girls,2016,14,154.5646692,154.3544273,154.7735197,0.106820373
Girls,2016,15,156.2112998,156.0139416,156.4063222,0.100243427
Girls,2016,16,157.0816791,156.8912594,157.2709022,0.096457969
Girls,2016,17,157.5507585,157.3648782,157.7393482,0.096042963
Girls,2016,18,157.8563534,157.6718442,158.0471481,0.096309157
Girls,2016,19,158.2254643,158.0242976,158.428157,0.103968104
Girls,2017,5,109.2587694,108.7686676,109.7636954,0.257507483
Girls,2017,6,115.1154502,114.7014257,115.5370448,0.22028977
Girls,2017,7,120.5058946,120.1372406,120.8772025,0.19442919
Girls,2017,8,125.7206703,125.3819208,126.0624244,0.176793058
Girls,2017,9,131.0487577,130.7321916,131.3585602,0.160908604
Girls,2017,10,136.7549305,136.465265,137.042402,0.146893474
Girls,2017,11,142.8664262,142.5975235,143.1374478,0.137462466
Girls,2017,12,148.3603818,148.1026508,148.6218151,0.13161432
Girls,2017,13,152.2577375,152.0176891,152.4996153,0.122099895
Girls,2017,14,154.7572496,154.5333624,154.9822734,0.114214764
Girls,2017,15,156.3638649,156.156669,156.5740024,0.107035586
Girls,2017,16,157.2297176,157.0276719,157.4277752,0.102403171
Girls,2017,17,157.6906513,157.4937208,157.8879666,0.100981823
Girls,2017,18,157.9839084,157.7925388,158.1793517,0.10052265
Girls,2017,19,158.340893,158.1335804,158.5507259,0.108158623
Girls,2018,5,109.4024424,108.8684713,109.9517391,0.281428583
Girls,2018,6,115.2591318,114.7956756,115.7304636,0.242592782
Girls,2018,7,120.651326,120.2435951,121.0635154,0.214490153
Girls,2018,8,125.8703685,125.5017374,126.2480258,0.194273646
Girls,2018,9,131.2034027,130.8642562,131.5412949,0.176173475
Girls,2018,10,136.9175888,136.6063176,137.2292432,0.159581717
Girls,2018,11,143.0356549,142.7483105,143.3276701,0.148584038
Girls,2018,12,148.5392551,148.2621064,148.814374,0.141274093
Girls,2018,13,152.444679,152.1903171,152.7035693,0.13122823
Girls,2018,14,154.9498566,154.7109781,155.1925632,0.122577959
Girls,2018,15,156.5258967,156.303076,156.7529355,0.114728941
Girls,2018,16,157.3947964,157.1807658,157.610357,0.109552799
Girls,2018,17,157.8506286,157.6432761,158.0579079,0.107157779
Girls,2018,18,158.134824,157.9354504,158.339372,0.105740533
Girls,2018,19,158.4783297,158.2630751,158.6983414,0.112549105
Girls,2019,5,109.5416767,108.9539694,110.1464432,0.308300324
Girls,2019,6,115.39812,114.886171,115.9152476,0.268384265
Girls,2019,7,120.790684,120.3399337,121.2493723,0.238038668
Girls,2019,8,126.0117217,125.6014445,126.4278585,0.215053782
Girls,2019,9,131.3491529,130.9788577,131.723231,0.194284223
Girls,2019,10,137.0768551,136.7378304,137.4170122,0.17471542
Girls,2019,11,143.2015253,142.8926866,143.5165488,0.161655035
Girls,2019,12,148.7116372,148.4158573,149.0090084,0.152607054
Girls,2019,13,152.6264284,152.3489436,152.9033165,0.141405639
Girls,2019,14,155.1391817,154.8844299,155.4012985,0.132137101
Girls,2019,15,156.6930732,156.4516285,156.9371023,0.123194956
Girls,2019,16,157.5679218,157.3388809,157.797172,0.117533637
Girls,2019,17,158.0261948,157.8067164,158.248452,0.11429063
Girls,2019,18,158.3045377,158.0896683,158.5199901,0.112038645
Girls,2019,19,158.6382689,158.410586,158.8652542,0.117713099
