Sex,Year,Age group,Mean height,Mean height lower 95% uncertainty interval,Mean height upper 95% uncertainty interval,Mean height standard error
Boys,2019,16,167.2824827,166.9289242,167.6279699,0.177384998
Boys,2019,17,169.0369897,168.7036081,169.3749671,0.170473623
Boys,2019,18,170.0772881,169.7507647,170.4084948,0.166843885
Boys,2019,19,170.8359944,170.506073,171.1700101,0.171839002
Girls,1985,5,105.4730619,105.1362739,105.8239614,0.174616702
Girls,1985,6,111.486208,111.1962096,111.7943736,0.152295527
Girls,1985,7,117.0281413,116.7585581,117.3121235,0.139697694
Girls,1985,8,122.3874883,122.1219322,122.6568061,0.134041613
Girls,1985,9,127.8515933,127.5957533,128.1009847,0.12892027
Girls,1985,10,133.9421296,133.6758027,134.2011904,0.132641153
Girls,1985,11,140.1878264,139.9225995,140.4429043,0.130977402
Girls,1985,12,145.7975591,145.5363138,146.056138,0.131973918
Girls,1985,13,149.7934476,149.537391,150.0503688,0.13058987
Girls,1985,14,152.372304,152.1082783,152.6288818,0.131975181
Girls,1985,15,154.1970668,153.9219335,154.471218,0.137951052
Girls,1985,16,155.1251318,154.8462541,155.4052241,0.142223284
Girls,1985,17,155.65265,155.3620319,155.9488153,0.147459672
Girls,1985,18,156.0297902,155.7293731,156.328132,0.151134782
Girls,1985,19,156.5014832,156.1887016,156.8153524,0.159995775
Girls,1986,5,105.5082197,105.1757272,105.8556981,0.173347284
Girls,1986,6,111.5155031,111.2264883,111.8221799,0.150456824
Girls,1986,7,117.0518225,116.7872654,117.3339511,0.137658263
Girls,1986,8,122.4096709,122.150702,122.6762429,0.131913858
Girls,1986,9,127.8743464,127.6198599,128.1216931,0.126349603
Girls,1986,10,133.9582519,133.7015631,134.2087094,0.128085626
Girls,1986,11,140.207415,139.9558278,140.4542514,0.126265146
Girls,1986,12,145.8229025,145.5716533,146.0689541,0.12696888
Girls,1986,13,149.8207187,149.5765101,150.0652704,0.124832916
Girls,1986,14,152.4008384,152.1505607,152.6451511,0.125582884
Girls,1986,15,154.2273573,153.9612408,154.4877963,0.132044836
Girls,1986,16,155.1508141,154.8811427,155.4172369,0.13549117
Girls,1986,17,155.6746474,155.3994361,155.9501492,0.138927895
Girls,1986,18,156.04759,155.7707119,156.3276461,0.139729624
Girls,1986,19,156.5174954,156.2310746,156.7987512,0.145192935
Girls,1987,5,105.5477897,105.2147357,105.893578,0.172222489
Girls,1987,6,111.5505359,111.2671335,111.8518204,0.148915791
Girls,1987,7,117.0821308,116.8229177,117.3603075,0.135715496
Girls,1987,8,122.4356792,122.1794337,122.6983448,0.129865575
Girls,1987,9,127.900397,127.6510644,128.1473828,0.124154177
Girls,1987,10,133.9639709,133.7169354,134.2087411,0.124003878
Girls,1987,11,140.2163674,139.9759709,140.4564633,0.121763033
Girls,1987,12,145.836667,145.594924,146.0780064,0.122385041
Girls,1987,13,149.841944,149.6070877,150.0764232,0.119688013
Girls,1987,14,152.4263839,152.1873036,152.659274,0.119607053
Girls,1987,15,154.2669928,154.0131152,154.5119595,0.126496503
Girls,1987,16,155.1870806,154.9286621,155.4377419,0.129290511
Girls,1987,17,155.7063043,155.4403198,155.9675701,0.132022385
Girls,1987,18,156.0749193,155.8140087,156.3309358,0.130895781
Girls,1987,19,156.539685,156.2813947,156.7980101,0.133667481
Girls,1988,5,105.5905983,105.2606627,105.9331204,0.170984604
Girls,1988,6,111.5904006,111.3124797,111.8885993,0.147405241
Girls,1988,7,117.1185645,116.8609201,117.3907476,0.133938073
Girls,1988,8,122.4685499,122.2142834,122.7306981,0.127879503
Girls,1988,9,127.9301069,127.6840184,128.1722102,0.122019549
Girls,1988,10,133.9656712,133.7294821,134.2063542,0.120445032
Girls,1988,11,140.2169485,139.9844635,140.4487571,0.117953248
Girls,1988,12,145.8422817,145.6099218,146.0727013,0.118209205
Girls,1988,13,149.8547099,149.6290816,150.0769026,0.11521638
Girls,1988,14,152.449142,152.2180863,152.6720382,0.114497014
Girls,1988,15,154.3093973,154.0668061,154.5460757,0.121097187
Girls,1988,16,155.2305363,154.9822434,155.4708551,0.123417082
Girls,1988,17,155.7465154,155.4948407,155.9943101,0.125625874
Girls,1988,18,156.1097792,155.8632122,156.3513075,0.123764296
Girls,1988,19,156.5689752,156.3262209,156.8081339,0.124868109
Girls,1989,5,105.6380896,105.3108526,105.9806036,0.169831489
Girls,1989,6,111.6328968,111.355501,111.9261512,0.145829656
Girls,1989,7,117.15901,116.9030231,117.4258876,0.132220105
Girls,1989,8,122.5064383,122.2586081,122.7646124,0.125952808
Girls,1989,9,127.9652352,127.727365,128.2054238,0.119936547
Girls,1989,10,133.9683085,133.7319472,134.2011494,0.117304595
Girls,1989,11,140.2178279,139.9916047,140.4428177,0.114727008
Girls,1989,12,145.8443289,145.6176972,146.0685987,0.1148633
Girls,1989,13,149.8641781,149.6470808,150.076674,0.111245067
Girls,1989,14,152.4683518,152.2452714,152.6828618,0.110290755
Girls,1989,15,154.3487602,154.112729,154.5740661,0.116023533
Girls,1989,16,155.2738229,155.0351246,155.501299,0.117675652
Girls,1989,17,155.7912098,155.5508481,156.0258576,0.119578866
Girls,1989,18,156.150387,155.9123798,156.3791592,0.117231841
Girls,1989,19,156.6024581,156.3752098,156.8290127,0.117778445
Girls,1990,5,105.6932818,105.3688546,106.0354147,0.168752383
Girls,1990,6,111.6796117,111.4047737,111.9698911,0.144393683
Girls,1990,7,117.20138,116.951015,117.4647681,0.130443445
Girls,1990,8,122.5473495,122.3043756,122.7988741,0.124145592
Girls,1990,9,128.0040725,127.7740178,128.2406229,0.117849815
Girls,1990,10,133.9790459,133.7469883,134.2047102,0.114697939
Girls,1990,11,140.224149,140.0021607,140.4425174,0.111853672
Girls,1990,12,145.851051,145.6308832,146.0706186,0.112009474
Girls,1990,13,149.8742782,149.6603919,150.0862834,0.108112943
Girls,1990,14,152.4878504,152.2760236,152.6930348,0.106528705
Girls,1990,15,154.3770437,154.1486764,154.5933309,0.111228903
Girls,1990,16,155.3124218,155.0829659,155.5287891,0.112346696
Girls,1990,17,155.8342294,155.609431,156.0542656,0.113730537
Girls,1990,18,156.1938352,155.9707475,156.4101208,0.111121026
Girls,1990,19,156.639364,156.4224724,156.8526837,0.111440776
Girls,1991,5,105.7588905,105.4323218,106.0971435,0.167572366
Girls,1991,6,111.734551,111.4604256,112.018773,0.143081091
Girls,1991,7,117.2484199,116.9991211,117.506941,0.128814042
Girls,1991,8,122.5905435,122.3479517,122.8408037,0.122284707
Girls,1991,9,128.0462438,127.8182473,128.2789137,0.115916196
Girls,1991,10,134.0003918,133.7748396,134.2171042,0.112336058
Girls,1991,11,140.2416843,140.0224912,140.4544919,0.109493866
Girls,1991,12,145.8657539,145.6488742,146.081129,0.109363454
Girls,1991,13,149.8909433,149.6845836,150.0980604,0.10535994
Girls,1991,14,152.5092137,152.3054996,152.7084785,0.103509653
Girls,1991,15,154.3935339,154.177111,154.6010692,0.106319839
Girls,1991,16,155.3395639,155.1207896,155.5485713,0.107333183
Girls,1991,17,155.872099,155.6555345,156.0815076,0.108400715
Girls,1991,18,156.2349246,156.0259063,156.4371722,0.105280114
Girls,1991,19,156.677687,156.472661,156.8809565,0.10547521
Girls,1992,5,105.8360778,105.5056176,106.1708519,0.16699186
Girls,1992,6,111.801282,111.5315752,112.0862297,0.141611431
Girls,1992,7,117.304928,117.053887,117.5610722,0.127369244
Girls,1992,8,122.6395301,122.3999804,122.8821029,0.120558955
Girls,1992,9,128.0916603,127.8641004,128.3238432,0.113975892
Girls,1992,10,134.0318311,133.8099239,134.2454188,0.110272577
Girls,1992,11,140.2703515,140.0584252,140.4748918,0.107243928
Girls,1992,12,145.8917328,145.6818112,146.1032582,0.107213909
Girls,1992,13,149.9149398,149.7140781,150.1169922,0.102733875
Girls,1992,14,152.5358056,152.3372226,152.732987,0.100782732
Girls,1992,15,154.3987977,154.1949773,154.5951639,0.101911
Girls,1992,16,155.3566042,155.1488662,155.5560226,0.102391708
Girls,1992,17,155.9000643,155.6931794,156.0994088,0.103513084
Girls,1992,18,156.2718419,156.069778,156.4624108,0.100167256
Girls,1992,19,156.7139942,156.5206263,156.9055492,0.099839203
Girls,1993,5,105.926674,105.5986201,106.2583277,0.166267016
Girls,1993,6,111.8798644,111.6089718,112.1579193,0.140601956
Girls,1993,7,117.3731879,117.1277729,117.6278468,0.125800667
Girls,1993,8,122.6975608,122.4605632,122.9357564,0.119057745
Girls,1993,9,128.1420666,127.9149522,128.3635637,0.112141347
Girls,1993,10,134.0715702,133.855994,134.2803211,0.108316022
Girls,1993,11,140.3086388,140.1001901,140.5100173,0.105306897
Girls,1993,12,145.9279869,145.7230686,146.1335705,0.105083099
Girls,1993,13,149.9489578,149.7496259,150.146781,0.100584296
Girls,1993,14,152.5679317,152.3737508,152.7616782,0.098159127
Girls,1993,15,154.3998841,154.20534,154.5913207,0.097957159
Girls,1993,16,155.3656501,155.1682192,155.5559949,0.098100172
Girls,1993,17,155.9205391,155.722488,156.1113229,0.098991955
Girls,1993,18,156.301172,156.1102369,156.4844675,0.095722443
Girls,1993,19,156.7479801,156.5597946,156.9309205,0.095131574
Girls,1994,5,106.0298121,105.7039247,106.3668272,0.1656955
Girls,1994,6,111.9708781,111.7000444,112.2431787,0.139461844
Girls,1994,7,117.4519706,117.2077135,117.7014004,0.12464006
Girls,1994,8,122.7656418,122.5345638,122.9972394,0.117472269
Girls,1994,9,128.1994174,127.9775122,128.4155171,0.110544207
Girls,1994,10,134.1198992,133.9048906,134.3249213,0.106490076
Girls,1994,11,140.3531953,140.1495205,140.5516718,0.10345773
Girls,1994,12,145.9714436,145.7715262,146.1717834,0.103321699
Girls,1994,13,149.9905303,149.7943294,150.18511,0.098379403
Girls,1994,14,152.6071766,152.418614,152.7975992,0.09595516
Girls,1994,15,154.4027137,154.2133702,154.5873766,0.09438155
Girls,1994,16,155.3750318,155.1866463,155.5592677,0.094354545
Girls,1994,17,155.9368717,155.7465866,156.1209778,0.095227816
Girls,1994,18,156.3263734,156.1436559,156.5029826,0.091882629
Girls,1994,19,156.7780766,156.5987516,156.9543339,0.09129799
Girls,1995,5,106.1454379,105.8235777,106.47961,0.165188064
Girls,1995,6,112.072281,111.8020853,112.3460364,0.138524418
Girls,1995,7,117.5408018,117.3007804,117.7851367,0.123474901
Girls,1995,8,122.8416315,122.6150234,123.0690647,0.116260229
Girls,1995,9,128.2640116,128.0459498,128.474621,0.108907863
Girls,1995,10,134.1786575,133.9686514,134.3817722,0.104957497
Girls,1995,11,140.4044483,140.2041732,140.5976862,0.101706948
Girls,1995,12,146.0189899,145.8208485,146.2174151,0.10165232
Girls,1995,13,150.0369244,149.8494099,150.2286211,0.096590929
Girls,1995,14,152.6514834,152.4678207,152.8346656,0.09364455
Girls,1995,15,154.4151437,154.2337736,154.594211,0.091514049
Girls,1995,16,155.3895567,155.208732,155.56695,0.090975305
Girls,1995,17,155.9562459,155.7734872,156.1348865,0.091974021
Girls,1995,18,156.3501664,156.1710144,156.5228158,0.088795626
Girls,1995,19,156.8073807,156.6317541,156.9796628,0.088257403
Girls,1996,5,106.2718992,105.9505599,106.6046837,0.164692061
Girls,1996,6,112.1833333,111.9138213,112.4557037,0.137745642
Girls,1996,7,117.637021,117.3968496,117.8789154,0.122541077
Girls,1996,8,122.9245626,122.7028721,123.1516183,0.11517712
Girls,1996,9,128.3333552,128.1205709,128.542478,0.107597057
Girls,1996,10,134.2508027,134.0457504,134.452005,0.103476522
Girls,1996,11,140.4666591,140.2694871,140.6608598,0.100190458
Girls,1996,12,146.07364,145.8800783,146.2669508,0.100067023
Girls,1996,13,150.0876719,149.9038631,150.2731958,0.094973558
Girls,1996,14,152.7007782,152.5223085,152.8795629,0.091781136
Girls,1996,15,154.4397472,154.263323,154.6136562,0.088751735
Girls,1996,16,155.4147157,155.2409936,155.5870615,0.088241929
Girls,1996,17,155.9814209,155.8057431,156.1548061,0.08898459
Girls,1996,18,156.3778849,156.2060158,156.5461688,0.086116871
Girls,1996,19,156.8371106,156.6657288,157.0072228,0.086052212
Girls,1997,5,106.4026182,106.0828082,106.7362393,0.164313682
Girls,1997,6,112.3027896,112.0319246,112.5761973,0.137038503
Girls,1997,7,117.7404631,117.4995207,117.9814949,0.1217897
Girls,1997,8,123.0124832,122.7893051,123.2346197,0.114339532
Girls,1997,9,128.4073471,128.1991283,128.6170063,0.106474272
Girls,1997,10,134.3368359,134.1332531,134.5407991,0.102241384
Girls,1997,11,140.542737,140.3485774,140.7367143,0.098740101
Girls,1997,12,146.1395479,145.9486702,146.3309121,0.098635724
Girls,1997,13,150.1456639,149.9638255,150.3297423,0.093428634
Girls,1997,14,152.7543825,152.5781982,152.9296731,0.090199922
Girls,1997,15,154.4756039,154.3076577,154.6431121,0.086531533
Girls,1997,16,155.4503401,155.28205,155.6173568,0.08556842
Girls,1997,17,156.0158486,155.845965,156.1836475,0.08657565
Girls,1997,18,156.4105051,156.2409252,156.5745991,0.083639675
Girls,1997,19,156.8707282,156.7015452,157.0381512,0.084307244
Girls,1998,5,106.5287152,106.2125369,106.8624267,0.164401994
Girls,1998,6,112.4252389,112.1539884,112.6945282,0.136563992
Girls,1998,7,117.8509963,117.6111131,118.0893915,0.121086603
Girls,1998,8,123.1065254,122.884196,123.3309376,0.113695696
Girls,1998,9,128.4854524,128.278437,128.6924981,0.105596645
Girls,1998,10,134.4356757,134.2381815,134.6359586,0.101131962
Girls,1998,11,140.6298611,140.4401866,140.8213135,0.09751894
Girls,1998,12,146.2162579,146.0275148,146.4039563,0.097245739
Girls,1998,13,150.2116921,150.0337234,150.3909907,0.091969355
Girls,1998,14,152.811988,152.6396077,152.9859778,0.088638263
Girls,1998,15,154.520648,154.3552041,154.6868642,0.084746159
Girls,1998,16,155.494991,155.3322079,155.6575105,0.083412877
Girls,1998,17,156.0589281,155.8922363,156.2201847,0.084216577
Girls,1998,18,156.4513033,156.2875263,156.6146907,0.081777963
Girls,1998,19,156.9089589,156.7464494,157.073029,0.082930135
Girls,1999,5,106.6444754,106.323862,106.9769825,0.164904779
Girls,1999,6,112.5436297,112.2772408,112.8138588,0.136537432
Girls,1999,7,117.9651656,117.727756,118.2046724,0.120599246
Girls,1999,8,123.2084394,122.9870033,123.4335147,0.113092447
Girls,1999,9,128.5708767,128.3634263,128.7768644,0.104950109
Girls,1999,10,134.5430009,134.3474047,134.7372606,0.10005188
Girls,1999,11,140.7251853,140.5372096,140.9159083,0.096555512
Girls,1999,12,146.2993163,146.1103294,146.4885436,0.096060101
Girls,1999,13,150.2838579,150.106908,150.4578203,0.090511363
Girls,1999,14,152.8731165,152.7058366,153.0455287,0.0870779
Girls,1999,15,154.5748487,154.4162557,154.7403781,0.083069383
Girls,1999,16,155.5455783,155.3874864,155.7044153,0.081757181
Girls,1999,17,156.1082807,155.9439346,156.2674113,0.082353504
Girls,1999,18,156.4987139,156.338994,156.6583068,0.079927133
Girls,1999,19,156.9541459,156.7911576,157.1165977,0.082313982
Girls,2000,5,106.7496809,106.4252371,107.082075,0.165551066
Girls,2000,6,112.6532036,112.3881215,112.9228148,0.136939074
Girls,2000,7,118.0769407,117.8424804,118.3132473,0.120501345
Girls,2000,8,123.3158565,123.0955371,123.5409368,0.112669293
Girls,2000,9,128.6661981,128.4634717,128.8702213,0.10442504
Girls,2000,10,134.6565925,134.4634805,134.8522518,0.099080166
Girls,2000,11,140.8245241,140.6391701,141.0147641,0.095590282
Girls,2000,12,146.3862376,146.2007232,146.5733407,0.0952857
Girls,2000,13,150.3582658,150.1833661,150.5323837,0.089210456
Girls,2000,14,152.9366202,152.7725785,153.1042829,0.085492916
Girls,2000,15,154.6397663,154.4839345,154.8003453,0.081524309
Girls,2000,16,155.602728,155.4471168,155.761637,0.080281649
Girls,2000,17,156.1613714,156.002012,156.3182109,0.08100316
Girls,2000,18,156.5506792,156.3926626,156.7048833,0.078608008
Girls,2000,19,157.0046891,156.8427606,157.16393,0.081691019
Girls,2001,5,106.8478336,106.5252398,107.1802465,0.166470583
Girls,2001,6,112.7528424,112.4849471,113.0212533,0.137598767
Girls,2001,7,118.180566,117.942145,118.4172555,0.12077364
Girls,2001,8,123.421688,123.2014877,123.641841,0.112605824
Girls,2001,9,128.7679623,128.5641169,128.9685374,0.104102323
Girls,2001,10,134.773776,134.5790863,134.9670247,0.098284949
Girls,2001,11,140.926119,140.7413338,141.1147963,0.094798337
Girls,2001,12,146.4733975,146.2881563,146.660921,0.094518317
Girls,2001,13,150.4330892,150.2584591,150.6063454,0.088410847
Girls,2001,14,152.9993332,152.8334795,153.1620749,0.083997469
Girls,2001,15,154.7184511,154.5641639,154.8753296,0.080190559
Girls,2001,16,155.670804,155.519299,155.8248085,0.079016299
Girls,2001,17,156.2213157,156.0682906,156.3772594,0.079948568
Girls,2001,18,156.606844,156.4517785,156.761911,0.077802563
Girls,2001,19,157.0605807,156.900321,157.2201196,0.081806899
Girls,2002,5,106.946221,106.6201418,107.2819923,0.167415297
Girls,2002,6,112.8454326,112.5787661,113.1187271,0.138660856
Girls,2002,7,118.2743418,118.036305,118.5110636,0.121320773
Girls,2002,8,123.5194743,123.3018888,123.7385957,0.112829497
Girls,2002,9,128.8683126,128.6637085,129.0678979,0.104079308
Girls,2002,10,134.8886877,134.6950031,135.0810399,0.097731674
Girls,2002,11,141.0295498,140.844781,141.2145778,0.094239884
Girls,2002,12,146.561456,146.3794909,146.7453551,0.093973513
Girls,2002,13,150.5071765,150.3357776,150.6795515,0.087677948
Girls,2002,14,153.0618918,152.8973658,153.2239512,0.083073751
Girls,2002,15,154.8112149,154.6576865,154.9665791,0.079111152
Girls,2002,16,155.752553,155.6006997,155.9065116,0.078060707
Girls,2002,17,156.2921367,156.1389956,156.4450882,0.079206946
Girls,2002,18,156.6699571,156.5179848,156.8232004,0.077435534
Girls,2002,19,157.1209576,156.9596511,157.2827799,0.0823498
Girls,2003,5,107.0527838,106.723003,107.3830396,0.168545994
Girls,2003,6,112.9399167,112.6698799,113.2127364,0.139644906
Girls,2003,7,118.3628751,118.122762,118.5988236,0.1222441
Girls,2003,8,123.6093121,123.393145,123.8304254,0.113251703
Girls,2003,9,128.9625519,128.7594116,129.1642087,0.104276684
Girls,2003,10,134.994386,134.8046467,135.1849488,0.097446799
Girls,2003,11,141.1314037,140.9493039,141.3148411,0.093982857
Girls,2003,12,146.6523551,146.4699111,146.833436,0.093673365
Girls,2003,13,150.5836328,150.4133506,150.7533954,0.087195992
Girls,2003,14,153.1255511,152.9640193,153.2868626,0.082327347
Girls,2003,15,154.9161103,154.7617097,155.0720178,0.078800592
Girls,2003,16,155.8448319,155.6954538,155.9958426,0.077293991
Girls,2003,17,156.3734327,156.221101,156.5276678,0.078777303
Girls,2003,18,156.7409774,156.5896663,156.8938473,0.077435053
Girls,2003,19,157.1853508,157.0200058,157.3479386,0.083373064
Girls,2004,5,107.1727302,106.8468816,107.5069737,0.16924812
Girls,2004,6,113.0446768,112.7721785,113.3203831,0.140626121
Girls,2004,7,118.4555827,118.2184653,118.6938885,0.123017487
Girls,2004,8,123.696294,123.4778599,123.9170468,0.113957901
Girls,2004,9,129.0512698,128.8451778,129.2560101,0.104632048
Girls,2004,10,135.0882948,134.8996145,135.2788537,0.097457725
Girls,2004,11,141.2279545,141.0476161,141.412749,0.093904845
Girls,2004,12,146.7458935,146.5608052,146.9263402,0.093695047
Girls,2004,13,150.6673318,150.497422,150.8366995,0.087044417
Girls,2004,14,153.1962808,153.0339451,153.3543918,0.081864479
Girls,2004,15,155.0277718,154.8710505,155.1823177,0.078762395
Girls,2004,16,155.9443356,155.792961,156.0959446,0.077242809
Girls,2004,17,156.4607459,156.3083043,156.6149228,0.078398799
Girls,2004,18,156.8181259,156.6690627,156.9718043,0.07768994
Girls,2004,19,157.2530243,157.0827401,157.4161549,0.084620106
Girls,2005,5,107.3094746,106.9812288,107.6426623,0.169811368
Girls,2005,6,113.1648668,112.8883026,113.4431349,0.141007456
Girls,2005,7,118.560756,118.3225264,118.8023195,0.123749507
Girls,2005,8,123.7897599,123.5692011,124.0146561,0.114516535
Girls,2005,9,129.139496,128.9356344,129.3461474,0.105237644
Girls,2005,10,135.1727165,134.9821698,135.3650172,0.097743152
Girls,2005,11,141.3171021,141.1351039,141.5009557,0.094116244
Girls,2005,12,146.8386994,146.6539487,147.0201023,0.093823877
Girls,2005,13,150.758348,150.5855605,150.9240392,0.087249787
Girls,2005,14,153.2788538,153.1143969,153.4384499,0.08182885
Girls,2005,15,155.143294,154.9874623,155.2992658,0.078898367
Girls,2005,16,156.0465527,155.8936088,156.1987841,0.077388915
Girls,2005,17,156.551548,156.3989324,156.7075395,0.078639873
Girls,2005,18,156.8975413,156.7466035,157.0506125,0.077876136
Girls,2005,19,157.3226202,157.150156,157.4890823,0.085822648
Girls,2006,5,107.4616106,107.1353676,107.7969335,0.17081833
Girls,2006,6,113.3038427,113.0272406,113.5804314,0.141121569
Girls,2006,7,118.6834329,118.4461702,118.9221192,0.123946482
Girls,2006,8,123.8978511,123.6778081,124.1226185,0.115092847
Girls,2006,9,129.2364298,129.0324577,129.4440933,0.105766804
Girls,2006,10,135.2519798,135.0567361,135.4452218,0.098523554
Girls,2006,11,141.3986275,141.2129032,141.5825348,0.094594019
Girls,2006,12,146.925949,146.7400538,147.1061329,0.094230247
Girls,2006,13,150.8505063,150.6807966,151.0178335,0.087565916
Girls,2006,14,153.3705946,153.2073761,153.5267482,0.082163624
Girls,2006,15,155.2598223,155.1031597,155.4121008,0.079273875
Girls,2006,16,156.1497313,155.9981117,156.3027364,0.077605809
Girls,2006,17,156.6423518,156.4863445,156.7999513,0.078969444
Girls,2006,18,156.9776077,156.823669,157.1312935,0.0785482
Girls,2006,19,157.3910871,157.2189124,157.5545224,0.086687013
Girls,2007,5,107.6270783,107.2960743,107.9696608,0.172336862
Girls,2007,6,113.4595939,113.1832599,113.7403156,0.141853585
Girls,2007,7,118.8263921,118.5869891,119.0636478,0.123926753
Girls,2007,8,124.0250005,123.8060795,124.2478945,0.115299144
Girls,2007,9,129.3496019,129.1448796,129.5550886,0.106420447
Girls,2007,10,135.3328262,135.1348109,135.5290915,0.099411358
Girls,2007,11,141.4748585,141.2850175,141.6624601,0.095586126
Girls,2007,12,147.0053984,146.8180048,147.1869898,0.094854299
Girls,2007,13,150.9368442,150.7641238,151.1060737,0.088153851
Girls,2007,14,153.4631997,153.2985912,153.6227211,0.0826605
Girls,2007,15,155.371669,155.2142311,155.5239698,0.0798533
Girls,2007,16,156.2535458,156.1000433,156.4057544,0.077918836
Girls,2007,17,156.7338126,156.57799,156.8879955,0.079302266
Girls,2007,18,157.057109,156.9009655,157.2147189,0.079242493
Girls,2007,19,157.4590677,157.2857296,157.6248685,0.087657976
Girls,2008,5,107.798429,107.4691242,108.1475661,0.174365611
Girls,2008,6,113.6290974,113.3517817,113.9107004,0.143306697
Girls,2008,7,118.9866512,118.7436339,119.2321093,0.124663321
Girls,2008,8,124.1730865,123.9522243,124.3959752,0.115435691
Girls,2008,9,129.482568,129.2764448,129.6913367,0.106780439
Girls,2008,10,135.4229901,135.2234333,135.6206297,0.100571343
Girls,2008,11,141.5544821,141.3624503,141.7439921,0.096651057
Girls,2008,12,147.0813324,146.8946511,147.267254,0.095943369
Girls,2008,13,151.0170808,150.8409948,151.1883565,0.088908545
Girls,2008,14,153.5515383,153.3863491,153.7145668,0.083404784
Girls,2008,15,155.472153,155.3128467,155.6272915,0.080558603
Girls,2008,16,156.3545095,156.2008024,156.5050973,0.078438806
Girls,2008,17,156.8275519,156.6715406,156.9834011,0.079631484
Girls,2008,18,157.1386654,156.9796101,157.2947489,0.07988897
Girls,2008,19,157.5273995,157.3504589,157.6965908,0.088531235
Girls,2009,5,107.9716362,107.6398014,108.3257899,0.176911541
Girls,2009,6,113.8037508,113.5269998,114.0995268,0.145518577
Girls,2009,7,119.1600899,118.9170309,119.4087689,0.126332913
Girls,2009,8,124.3380519,124.1117421,124.5644112,0.116475201
Girls,2009,9,129.6362035,129.4296958,129.8430694,0.10723061
Girls,2009,10,135.5271102,135.3295285,135.7241459,0.101520927
Girls,2009,11,141.64521,141.4510488,141.8347121,0.097958271
Girls,2009,12,147.1624189,146.9742453,147.3521703,0.097114048
Girls,2009,13,151.0954756,150.9170473,151.2735993,0.090031198
Girls,2009,14,153.6353162,153.4673755,153.8028278,0.084282306
Girls,2009,15,155.5592996,155.3979928,155.7174924,0.08132923
Girls,2009,16,156.4489774,156.2938597,156.6024902,0.079266994
Girls,2009,17,156.9229725,156.7673188,157.0779301,0.080254731
Girls,2009,18,157.2265551,157.0697158,157.3860817,0.080514008
Girls,2009,19,157.6016027,157.4247337,157.7720295,0.089318857
Girls,2010,5,108.1451779,107.8056719,108.5063075,0.180235748
Girls,2010,6,113.9791003,113.6992683,114.2806041,0.148652045
Girls,2010,7,119.3377613,119.0914696,119.593079,0.12904672
Girls,2010,8,124.5154508,124.2863354,124.7499099,0.118622886
Girls,2010,9,129.8061102,129.5961624,130.0195362,0.108846043
Girls,2010,10,135.648307,135.4484655,135.8486879,0.102683282
Girls,2010,11,141.7518315,141.5538846,141.9454454,0.099121642
Girls,2010,12,147.2565088,147.0625712,147.4461394,0.098546716
Girls,2010,13,151.1808677,150.9985794,151.3586759,0.091422588
Girls,2010,14,153.7189794,153.5493244,153.888641,0.085437921
Girls,2010,15,155.6360988,155.4752605,155.7983582,0.082233817
Girls,2010,16,156.5350995,156.3773091,156.6905769,0.080208252
Girls,2010,17,157.0165991,156.8567963,157.1746677,0.081332889
Girls,2010,18,157.320527,157.1606889,157.4812033,0.08153654
Girls,2010,19,157.6863104,157.5073395,157.857583,0.090132654
Girls,2011,5,108.3165191,107.9676748,108.6842746,0.18438553
Girls,2011,6,114.1544056,113.8657377,114.4589164,0.152969093
Girls,2011,7,119.5159815,119.2641533,119.7832805,0.132994024
Girls,2011,8,124.697131,124.4635913,124.9381518,0.121977172
Girls,2011,9,129.9886244,129.7724363,130.2123268,0.111761975
Girls,2011,10,135.7854032,135.5780744,135.9902413,0.105120194
Girls,2011,11,141.8779051,141.6776051,142.0746316,0.100711534
Girls,2011,12,147.3687839,147.1698541,147.5633908,0.09995681
Girls,2011,13,151.2814681,151.0983352,151.4592978,0.093243735
Girls,2011,14,153.8117375,153.6383907,153.9819229,0.087142006
Girls,2011,15,155.7070439,155.5424484,155.8711937,0.083487735
Girls,2011,16,156.6126827,156.4544473,156.7716031,0.081402984
Girls,2011,17,157.1035116,156.9453861,157.2642262,0.082535954
Girls,2011,18,157.4142711,157.2545795,157.5801586,0.083035205
Girls,2011,19,157.7787193,157.5975155,157.9522959,0.091432248
Girls,2012,5,108.4837018,108.1253377,108.8605335,0.189829204
Girls,2012,6,114.3271127,114.0273313,114.6433219,0.158334998
Girls,2012,7,119.69396,119.4303116,119.9705078,0.138363131
Girls,2012,8,124.8792907,124.636985,125.1291883,0.126742383
Girls,2012,9,130.1754065,129.9512899,130.4020107,0.115915689
Girls,2012,10,135.9370263,135.7203722,136.1464414,0.108813507
Girls,2012,11,142.0220255,141.8167933,142.2247772,0.103672765
Girls,2012,12,147.5026442,147.298625,147.701478,0.102041739
Girls,2012,13,151.4022905,151.2139739,151.5866328,0.095130086
Girls,2012,14,153.9216156,153.7455228,154.0967831,0.089478669
Girls,2012,15,155.7791426,155.6096022,155.9460076,0.085426019
Girls,2012,16,156.684364,156.5205779,156.8472466,0.083015404
Girls,2012,17,157.1818295,157.0226678,157.346217,0.084066767
Girls,2012,18,157.5012149,157.3402109,157.6669721,0.08467215
Girls,2012,19,157.8709288,157.6873861,158.0521812,0.09314134
Girls,2013,5,108.6481013,108.2751419,109.043886,0.19720248
Girls,2013,6,114.4942208,114.1773276,114.8171535,0.165340491
